,date,method,class_1,class_2,class_3,class_4
1183,2/15/2021,PET (4),21,46,58,144
1184,2/15/2021,tOPS,0,50,75,144
1185,2/16/2021,Fixed (20),0,24,80,131
1186,2/16/2021,Fixed (4),0,120,16,131
1187,2/16/2021,Hist Prev (20),0,69,28,130
1188,2/16/2021,Hist Prev (4),0,120,16,131
1189,2/16/2021,Individual,0,0,0,611
1190,2/16/2021,PET (20),41,29,39,130
1191,2/16/2021,PET (4),41,89,15,130
1192,2/16/2021,tOPS,0,40,48,131
1193,2/17/2021,Fixed (20),0,29,367,62
1194,2/17/2021,Fixed (4),0,137,112,62
1195,2/17/2021,Hist Prev (20),0,84,174,62
1196,2/17/2021,Hist Prev (4),0,137,112,62
1197,2/17/2021,Individual,0,0,0,605
1198,2/17/2021,PET (20),47,81,125,63
1199,2/17/2021,PET (4),47,99,107,63
1200,2/17/2021,tOPS,0,98,152,62
1201,2/18/2021,Fixed (20),0,36,399,128
1202,2/18/2021,Fixed (4),0,180,108,128
1203,2/18/2021,Hist Prev (20),0,107,166,129
1204,2/18/2021,Hist Prev (4),0,180,108,128
1205,2/18/2021,Individual,0,0,0,847
1206,2/18/2021,PET (20),61,90,131,128
1207,2/18/2021,PET (4),61,133,99,129
1208,2/18/2021,tOPS,0,124,150,128
1209,2/19/2021,Fixed (20),0,14,106,144
1210,2/19/2021,Fixed (4),0,67,27,144
1211,2/19/2021,Hist Prev (20),0,42,39,144
1212,2/19/2021,Hist Prev (4),0,67,27,144
1213,2/19/2021,Individual,0,0,0,410
1214,2/19/2021,PET (20),23,26,38,144
1215,2/19/2021,PET (4),23,48,24,144
1216,2/19/2021,tOPS,0,35,44,145
1217,2/22/2021,Fixed (20),0,35,413,180
1218,2/22/2021,Fixed (4),0,171,108,181
1219,2/22/2021,Hist Prev (20),0,101,176,181
1220,2/22/2021,Hist Prev (4),0,171,108,181
1221,2/22/2021,Individual,0,0,0,863
1222,2/22/2021,PET (20),58,89.5,140,180
1223,2/22/2021,PET (4),58,127,103,181
1224,2/22/2021,tOPS,0,116,154,180
1225,2/23/2021,Fixed (20),0,37,340,162
1226,2/23/2021,Fixed (4),0,183,88,162
1227,2/23/2021,Hist Prev (20),0,105,147,162
1228,2/23/2021,Hist Prev (4),0,183,88,162
1229,2/23/2021,Individual,0,0,0,893
1230,2/23/2021,PET (20),61,78,117,162
1231,2/23/2021,PET (4),61,137,83,162
1232,2/23/2021,tOPS,0,105,147,162
1233,2/24/2021,Fixed (20),0,52,446,115
1234,2/24/2021,Fixed (4),0,253,120,115
1235,2/24/2021,Hist Prev (20),0,161,188,115
1236,2/24/2021,Hist Prev (4),0,253,120,115
1237,2/24/2021,Individual,0,0,0,1124
1238,2/24/2021,PET (20),86,99,172,115
1239,2/24/2021,PET (4),86,186,111,115
1240,2/24/2021,tOPS,0,143,192,115
1241,2/25/2021,Fixed (20),0,29,400,124
1242,2/25/2021,Fixed (4),0,142,120,125
1243,2/25/2021,Hist Prev (20),0,82,196,124
1244,2/25/2021,Hist Prev (4),0,142,120,125
1245,2/25/2021,Individual,0,0,0,693
1246,2/25/2021,PET (20),48,85,134,124
1247,2/25/2021,PET (4),48,106,114,125
1248,2/25/2021,tOPS,0,114,145,124
1249,2/26/2021,Fixed (20),0,35,410,181
1250,2/26/2021,Fixed (4),0,173,108,181
1251,2/26/2021,Hist Prev (20),0,106,176,181
1252,2/26/2021,Hist Prev (4),0,173,108,181
1253,2/26/2021,Individual,0,0,0,871
1254,2/26/2021,PET (20),58,96,139,181
1255,2/26/2021,PET (4),58,128,103,182
1256,2/26/2021,tOPS,0,114,160,181
1257,3/1/2021,Fixed (20),0,2,0,126
1258,3/1/2021,Fixed (4),0,8,0,126
1259,3/1/2021,Hist Prev (20),0,8,0,126
1260,3/1/2021,Hist Prev (4),0,8,0,126
1261,3/1/2021,Individual,0,0,0,158
1262,3/1/2021,PET (20),3,1,0,126
1263,3/1/2021,PET (4),3,5,0,126
1264,3/1/2021,tOPS,0,2,0,126
1265,3/2/2021,Fixed (20),0,6,60,155
1266,3/2/2021,Fixed (4),0,27,16,155
1267,3/2/2021,Hist Prev (20),0,16,28,155
1268,3/2/2021,Hist Prev (4),0,27,16,155
1269,3/2/2021,Individual,0,0,0,263
1270,3/2/2021,PET (20),9,13,21,156
1271,3/2/2021,PET (4),9,20,15,156
1272,3/2/2021,tOPS,0,18,24,155
1273,3/3/2021,Fixed (20),0,3,0,147
1274,3/3/2021,Fixed (4),0,11,0,148
1275,3/3/2021,Hist Prev (20),0,11,0,148
1276,3/3/2021,Hist Prev (4),0,11,0,148
1277,3/3/2021,Individual,0,0,0,192
1278,3/3/2021,PET (20),4,1,0,147
1279,3/3/2021,PET (4),4,8,0,148
1280,3/3/2021,tOPS,0,3,0,147
1281,3/4/2021,Fixed (20),0,0,0,143
1282,3/4/2021,Fixed (4),0,0,0,143
1283,3/4/2021,Hist Prev (20),0,0,0,143
1284,3/4/2021,Hist Prev (4),0,0,0,143
1285,3/4/2021,Individual,0,0,0,143
1286,3/4/2021,PET (20),0,0,0,143
1287,3/4/2021,PET (4),0,0,0,143
1288,3/4/2021,tOPS,0,0,0,143
1289,3/5/2021,Fixed (20),0,55,600,106
1290,3/5/2021,Fixed (4),0,266,196,107
1291,3/5/2021,Hist Prev (20),0,181,280,107
1292,3/5/2021,Hist Prev (4),0,272,195,108
1293,3/5/2021,Individual,0,0,0,1165
1294,3/5/2021,PET (20),90,131,226,107
1295,3/5/2021,PET (4),90,196,176,109
1296,3/5/2021,tOPS,0,185,248,106
1297,3/8/2021,Fixed (20),0,0,0,269
1298,3/8/2021,Fixed (4),0,0,0,269
1299,3/8/2021,Hist Prev (20),0,0,0,269
1300,3/8/2021,Hist Prev (4),0,0,0,269
1301,3/8/2021,Individual,0,0,0,269
1302,3/8/2021,PET (20),0,0,0,269
1303,3/8/2021,PET (4),0,0,0,269
1304,3/8/2021,tOPS,0,0,0,269
1305,3/9/2021,Fixed (20),0,5,0,117
1306,3/9/2021,Fixed (4),0,21,0,118
1307,3/9/2021,Hist Prev (20),0,12,0,118
1308,3/9/2021,Hist Prev (4),0,21,0,118
1309,3/9/2021,Individual,0,0,0,202
1310,3/9/2021,PET (20),8,3,0,118
1311,3/9/2021,PET (4),8,15,0,118
1312,3/9/2021,tOPS,0,5,0,117
1313,3/10/2021,Fixed (20),0,5,40,104
1314,3/10/2021,Fixed (4),0,24,8,104
1315,3/10/2021,Hist Prev (20),0,18,11,104
1316,3/10/2021,Hist Prev (4),0,24,8,104
1317,3/10/2021,Individual,0,0,0,199
1318,3/10/2021,PET (20),9,3,40,103
1319,3/10/2021,PET (4),9,17,8,104
1320,3/10/2021,tOPS,0,13,15,103
1321,3/11/2021,Fixed (20),0,0,0,106
1322,3/11/2021,Fixed (4),0,0,0,106
1323,3/11/2021,Hist Prev (20),0,0,0,106
1324,3/11/2021,Hist Prev (4),0,0,0,106
1325,3/11/2021,Individual,0,0,0,106
1326,3/11/2021,PET (20),0,0,0,106
1327,3/11/2021,PET (4),0,0,0,106
1328,3/11/2021,tOPS,0,0,0,106
1329,3/12/2021,Fixed (20),0,41,318,66
1330,3/12/2021,Fixed (4),0,204,80,67
1331,3/12/2021,Hist Prev (20),0,123,124,67
1332,3/12/2021,Hist Prev (4),0,204,80,67
1333,3/12/2021,Individual,0,0,0,881
1334,3/12/2021,PET (20),69,80,111,66
1335,3/12/2021,PET (4),69,151,73,67
1336,3/12/2021,tOPS,0,96,159,67
1337,3/15/2021,Fixed (20),0,5,40,207
1338,3/15/2021,Fixed (4),0,22,8,207
1339,3/15/2021,Hist Prev (20),0,13,14,207
1340,3/15/2021,Hist Prev (4),0,22,8,207
1341,3/15/2021,Individual,0,0,0,295
1342,3/15/2021,PET (20),8,3,20,207
1343,3/15/2021,PET (4),8,16,8,207
1344,3/15/2021,tOPS,0,13,14,207
1345,3/16/2021,Fixed (20),0,7,60,74
1346,3/16/2021,Fixed (4),0,31,20,74
1347,3/16/2021,Hist Prev (20),0,24,20,74
1348,3/16/2021,Hist Prev (4),0,31,20,74
1349,3/16/2021,Individual,0,0,0,196
1350,3/16/2021,PET (20),11,13,15,74
1351,3/16/2021,PET (4),11,22,15,75
1352,3/16/2021,tOPS,0,16,20,74
1353,3/17/2021,Fixed (20),0,7,38,86
1354,3/17/2021,Fixed (4),0,32,20,86
1355,3/17/2021,Hist Prev (20),0,23,20,86
1356,3/17/2021,Hist Prev (4),0,32,20,86
1357,3/17/2021,Individual,0,0,0,212
1358,3/17/2021,PET (20),12,9,15,86
1359,3/17/2021,PET (4),12,22,15,86
1360,3/17/2021,tOPS,0,15,20,86
1361,3/18/2021,Fixed (20),0,0,0,84
1362,3/18/2021,Fixed (4),0,0,0,84
1363,3/18/2021,Hist Prev (20),0,0,0,84
1364,3/18/2021,Hist Prev (4),0,0,0,84
1365,3/18/2021,Individual,0,0,0,84
1366,3/18/2021,PET (20),0,0,0,84
1367,3/18/2021,PET (4),0,0,0,84
1368,3/18/2021,tOPS,0,0,0,84
1369,3/19/2021,Fixed (20),0,40,193,83
1370,3/19/2021,Fixed (4),0,195,44,85
1371,3/19/2021,Hist Prev (20),0,117,65,85
1372,3/19/2021,Hist Prev (4),0,195,44,85
1373,3/19/2021,Individual,0,0,0,865
1374,3/19/2021,PET (20),66,63,71,83
1375,3/19/2021,PET (4),66,145,41,83
1376,3/19/2021,tOPS,0,74,100,84
1377,3/22/2021,Fixed (20),0,7,75,118
1378,3/22/2021,Fixed (4),0,33,24,118
1379,3/22/2021,Hist Prev (20),0,23,30,118
1380,3/22/2021,Hist Prev (4),0,33,24,118
1381,3/22/2021,Individual,0,0,0,247
1382,3/22/2021,PET (20),11,9,35,118
1383,3/22/2021,PET (4),11,23,22,118
1384,3/22/2021,tOPS,0,24,28,118
1385,3/23/2021,Fixed (20),0,3,0,91
1386,3/23/2021,Fixed (4),0,15,0,91
1387,3/23/2021,Hist Prev (20),0,9,0,90
1388,3/23/2021,Hist Prev (4),0,15,0,91
1389,3/23/2021,Individual,0,0,0,151
1390,3/23/2021,PET (20),6,2,0,90
1391,3/23/2021,PET (4),6,10,0,90
1392,3/23/2021,tOPS,0,3,0,91
1393,3/24/2021,Fixed (20),0,4,20,61
1394,3/24/2021,Fixed (4),0,15,4,63
1395,3/24/2021,Hist Prev (20),0,12,7,62
1396,3/24/2021,Hist Prev (4),0,15,4,63
1397,3/24/2021,Individual,0,0,0,123
1398,3/24/2021,PET (20),6,2,20,61
1399,3/24/2021,PET (4),6,11,4,61
1400,3/24/2021,tOPS,0,8,6,61
1401,3/25/2021,Fixed (20),0,0,0,120
1402,3/25/2021,Fixed (4),0,0,0,120
1403,3/25/2021,Hist Prev (20),0,0,0,120
1404,3/25/2021,Hist Prev (4),0,0,0,120
1405,3/25/2021,Individual,0,0,0,120
1406,3/25/2021,PET (20),0,0,0,120
1407,3/25/2021,PET (4),0,0,0,120
1408,3/25/2021,tOPS,0,0,0,120
1409,3/26/2021,Fixed (20),0,43,260,79
1410,3/26/2021,Fixed (4),0,209,64,80
1411,3/26/2021,Hist Prev (20),0,125,103,79
1412,3/26/2021,Hist Prev (4),0,209,64,80
1413,3/26/2021,Individual,0,0,0,914
1414,3/26/2021,PET (20),71,72,101,79
1415,3/26/2021,PET (4),71,155,59,79
1416,3/26/2021,tOPS,0,99,120,80
1417,3/29/2021,Fixed (20),0,7,20,111
1418,3/29/2021,Fixed (4),0,32,4,112
1419,3/29/2021,Hist Prev (20),0,22,4,112
1420,3/29/2021,Hist Prev (4),0,32,4,112
1421,3/29/2021,Individual,0,0,0,238
1422,3/29/2021,PET (20),11,4,20,111
1423,3/29/2021,PET (4),11,23,4,111
1424,3/29/2021,tOPS,0,11,6,111
1425,3/30/2021,Fixed (20),0,0,0,131
1426,3/30/2021,Fixed (4),0,0,0,131
1427,3/30/2021,Hist Prev (20),0,0,0,131
1428,3/30/2021,Hist Prev (4),0,0,0,131
1429,3/30/2021,Individual,0,0,0,131
1430,3/30/2021,PET (20),0,0,0,131
1431,3/30/2021,PET (4),0,0,0,131
1432,3/30/2021,tOPS,0,0,0,131
1433,3/31/2021,Fixed (20),0,2,0,83
1434,3/31/2021,Fixed (4),0,8,0,83
1435,3/31/2021,Hist Prev (20),0,4,0,83
1436,3/31/2021,Hist Prev (4),0,8,0,83
1437,3/31/2021,Individual,0,0,0,113
1438,3/31/2021,PET (20),3,1,0,84
1439,3/31/2021,PET (4),3,5,0,84
1440,3/31/2021,tOPS,0,2,0,83
1441,4/1/2021,Fixed (20),0,26,110,78
1442,4/1/2021,Fixed (4),0,128,24,78
1443,4/1/2021,Hist Prev (20),0,64,48,78
1444,4/1/2021,Hist Prev (4),0,128,24,78
1445,4/1/2021,Individual,0,0,0,588
1446,4/1/2021,PET (20),43,31,51,78
1447,4/1/2021,PET (4),43,95,22,79
1448,4/1/2021,tOPS,0,47,66,78
1449,4/2/2021,Fixed (20),0,38,160,70
1450,4/2/2021,Fixed (4),0,190,36,70
1451,4/2/2021,Hist Prev (20),0,95,72,70
1452,4/2/2021,Hist Prev (4),0,190,36,70
1453,4/2/2021,Individual,0,0,0,828
1454,4/2/2021,PET (20),64,51,77,70
1455,4/2/2021,PET (4),64,141,34,70
1456,4/2/2021,tOPS,0,59,117,70
1457,4/5/2021,Fixed (20),0,21,40,87
1458,4/5/2021,Fixed (4),0,102,8,87
1459,4/5/2021,Hist Prev (20),0,56,12,87
1460,4/5/2021,Hist Prev (4),0,102,8,87
1461,4/5/2021,Individual,0,0,0,491
1462,4/5/2021,PET (20),35,14,23,87
1463,4/5/2021,PET (4),35,74,8,88
1464,4/5/2021,tOPS,0,25,27,87
1465,4/6/2021,Fixed (20),0,28,100,105
1466,4/6/2021,Fixed (4),0,136,20,105
1467,4/6/2021,Hist Prev (20),0,68,40,105
1468,4/6/2021,Hist Prev (4),0,136,20,105
1469,4/6/2021,Individual,0,0,0,647
1470,4/6/2021,PET (20),46,31,55,105
1471,4/6/2021,PET (4),46,101,19,105
1472,4/6/2021,tOPS,0,39,70,105
1473,4/7/2021,Fixed (20),0,31,20,86
1474,4/7/2021,Fixed (4),0,148,4,87
1475,4/7/2021,Hist Prev (20),0,78,8,86
1476,4/7/2021,Hist Prev (4),0,148,4,87
1477,4/7/2021,Individual,0,0,0,678
1478,4/7/2021,PET (20),51,22,20,87
1479,4/7/2021,PET (4),51,109,4,87
1480,4/7/2021,tOPS,0,31,20,86
1481,4/8/2021,Fixed (20),0,29,40,34
1482,4/8/2021,Fixed (4),0,144,8,34
1483,4/8/2021,Hist Prev (20),0,72,16,34
1484,4/8/2021,Hist Prev (4),0,144,8,34
1485,4/8/2021,Individual,0,0,0,609
1486,4/8/2021,PET (20),48,21,40,34
1487,4/8/2021,PET (4),48,107,8,34
1488,4/8/2021,tOPS,0,32,36,34
1489,4/9/2021,Fixed (20),0,42,60,62
1490,4/9/2021,Fixed (4),0,203,16,62
1491,4/9/2021,Hist Prev (20),0,105,24,62
1492,4/9/2021,Hist Prev (4),0,203,16,62
1493,4/9/2021,Individual,0,0,0,874
1494,4/9/2021,PET (20),69,33,50,62
1495,4/9/2021,PET (4),69,150,15,62
1496,4/9/2021,tOPS,0,47,48,62
1497,4/12/2021,Fixed (20),0,23,109,91
1498,4/12/2021,Fixed (4),0,109,36,93
1499,4/12/2021,Hist Prev (20),0,61,48,92
1500,4/12/2021,Hist Prev (4),0,109,36,93
1501,4/12/2021,Individual,0,0,0,529
1502,4/12/2021,PET (20),38,37,46,92
1503,4/12/2021,PET (4),38,83,32,92
1504,4/12/2021,tOPS,0,49,57,92
1505,4/13/2021,Fixed (20),0,39,40,70
1506,4/13/2021,Fixed (4),0,188,12,70
1507,4/13/2021,Hist Prev (20),0,98,16,70
1508,4/13/2021,Hist Prev (4),0,188,12,70
1509,4/13/2021,Individual,0,0,0,819
1510,4/13/2021,PET (20),64,30,29,70
1511,4/13/2021,PET (4),64,138,11,70
1512,4/13/2021,tOPS,0,44,28,70
1513,4/14/2021,Fixed (20),0,96,1012,27
1514,4/14/2021,Fixed (4),0,474,360,27
1515,4/14/2021,Hist Prev (20),0,377,372,27
1516,4/14/2021,Hist Prev (4),0,474,360,27
1517,4/14/2021,Individual,0,0,0,1922
1518,4/14/2021,PET (20),159,246,364,27
1519,4/14/2021,PET (4),159,353,341,28
1520,4/14/2021,tOPS,0,325,399,27
1521,4/15/2021,Fixed (20),0,37,100,42
1522,4/15/2021,Fixed (4),0,181,20,42
1523,4/15/2021,Hist Prev (20),0,91,40,42
1524,4/15/2021,Hist Prev (4),0,181,20,42
1525,4/15/2021,Individual,0,0,0,766
1526,4/15/2021,PET (20),61,38,59,43
1527,4/15/2021,PET (4),61,135,19,43
1528,4/15/2021,tOPS,0,56,65,42
1529,4/16/2021,Fixed (20),0,26,100,68
1530,4/16/2021,Fixed (4),0,125,24,70
1531,4/16/2021,Hist Prev (20),0,66,40,70
1532,4/16/2021,Hist Prev (4),0,125,24,70
1533,4/16/2021,Individual,0,0,0,570
1534,4/16/2021,PET (20),43,34,46,68
1535,4/16/2021,PET (4),43,93,22,69
1536,4/16/2021,tOPS,0,36,74,68
1537,4/19/2021,Fixed (20),0,23,60,85
1538,4/19/2021,Fixed (4),0,111,12,87
1539,4/19/2021,Hist Prev (20),0,60,20,87
1540,4/19/2021,Hist Prev (4),0,111,12,87
1541,4/19/2021,Individual,0,0,0,531
1542,4/19/2021,PET (20),39,16,40,85
1543,4/19/2021,PET (4),39,82,12,86
1544,4/19/2021,tOPS,0,34,37,85
1545,4/20/2021,Fixed (20),0,37,40,68
1546,4/20/2021,Fixed (4),0,185,8,68
1547,4/20/2021,Hist Prev (20),0,93,16,68
1548,4/20/2021,Hist Prev (4),0,185,8,68
1549,4/20/2021,Individual,0,0,0,806
1550,4/20/2021,PET (20),62,27,40,68
1551,4/20/2021,PET (4),62,138,8,68
1552,4/20/2021,tOPS,0,37,40,68
1553,4/21/2021,Fixed (20),0,35,100,64
1554,4/21/2021,Fixed (4),0,174,20,64
1555,4/21/2021,Hist Prev (20),0,87,40,64
1556,4/21/2021,Hist Prev (4),0,174,20,64
1557,4/21/2021,Individual,0,0,0,758
1558,4/21/2021,PET (20),58,37,59,64
1559,4/21/2021,PET (4),58,130,19,64
1560,4/21/2021,tOPS,0,35,100,64
1561,4/22/2021,Fixed (20),0,32,80,40
1562,4/22/2021,Fixed (4),0,156,16,41
1563,4/22/2021,Hist Prev (20),0,81,28,41
1564,4/22/2021,Hist Prev (4),0,156,16,41
1565,4/22/2021,Individual,0,0,0,665
1566,4/22/2021,PET (20),53,35,45,40
1567,4/22/2021,PET (4),53,116,15,40
1568,4/22/2021,tOPS,0,44,51,41
1569,4/23/2021,Fixed (20),0,11,0,52
1570,4/23/2021,Fixed (4),0,52,0,52
1571,4/23/2021,Hist Prev (20),0,26,0,52
1572,4/23/2021,Hist Prev (4),0,52,0,52
1573,4/23/2021,Individual,0,0,0,260
1574,4/23/2021,PET (20),18,7,0,52
1575,4/23/2021,PET (4),18,38,0,52
1576,4/23/2021,tOPS,0,11,0,52
1577,4/26/2021,Fixed (20),0,22,120,106
1578,4/26/2021,Fixed (4),0,103,28,106
1579,4/26/2021,Hist Prev (20),0,58,52,106
1580,4/26/2021,Hist Prev (4),0,103,28,106
1581,4/26/2021,Individual,0,0,0,516
1582,4/26/2021,PET (20),35,28,46,106
1583,4/26/2021,PET (4),35,75,26,106
1584,4/26/2021,tOPS,0,43,68,106
1585,4/27/2021,Fixed (20),0,10,40,53
1586,4/27/2021,Fixed (4),0,47,8,53
1587,4/27/2021,Hist Prev (20),0,24,16,53
1588,4/27/2021,Hist Prev (4),0,47,8,53
1589,4/27/2021,Individual,0,0,0,240
1590,4/27/2021,PET (20),16,6,20,53
1591,4/27/2021,PET (4),16,34,8,53
1592,4/27/2021,tOPS,0,19,20,53
1593,4/28/2021,Fixed (20),0,52,235,557
1594,4/28/2021,Fixed (4),0,256,83,557
1595,4/28/2021,Hist Prev (20),0,203,87,557
1596,4/28/2021,Hist Prev (4),0,256,83,557
1597,4/28/2021,Individual,0,0,0,1579
1598,4/28/2021,PET (20),87,76,119,557
1599,4/28/2021,PET (4),87,194,73,557
1600,4/28/2021,tOPS,0,99,139,557
1601,4/30/2021,Fixed (20),0,7,20,60
1602,4/30/2021,Fixed (4),0,34,4,60
1603,4/30/2021,Hist Prev (20),0,17,8,60
1604,4/30/2021,Hist Prev (4),0,34,4,60
1605,4/30/2021,Individual,0,0,0,196
1606,4/30/2021,PET (20),12,5,20,60
1607,4/30/2021,PET (4),12,25,4,60
1608,4/30/2021,tOPS,0,7,20,60
1609,5/3/2021,Fixed (20),0,8,20,97
1610,5/3/2021,Fixed (4),0,40,8,97
1611,5/3/2021,Hist Prev (20),0,25,8,97
1612,5/3/2021,Hist Prev (4),0,40,8,97
1613,5/3/2021,Individual,0,0,0,257
1614,5/3/2021,PET (20),15,11,7,95
1615,5/3/2021,PET (4),15,29,7,96
1616,5/3/2021,tOPS,0,14,10,97
1617,5/4/2021,Fixed (20),0,5,20,10
1618,5/4/2021,Fixed (4),0,24,4,10
1619,5/4/2021,Hist Prev (20),0,12,8,10
1620,5/4/2021,Hist Prev (4),0,24,4,10
1621,5/4/2021,Individual,0,0,0,106
1622,5/4/2021,PET (20),8,3,20,10
1623,5/4/2021,PET (4),8,18,4,10
1624,5/4/2021,tOPS,0,9,11,10
1625,5/5/2021,Fixed (20),0,7,40,191
1626,5/5/2021,Fixed (4),0,28,12,191
1627,5/5/2021,Hist Prev (20),0,18,24,191
1628,5/5/2021,Hist Prev (4),0,28,12,191
1629,5/5/2021,Individual,0,0,0,303
1630,5/5/2021,PET (20),10,13,13,191
1631,5/5/2021,PET (4),10,19,11,191
1632,5/5/2021,tOPS,0,16,18,191
1633,5/6/2021,Fixed (20),0,9,60,32
1634,5/6/2021,Fixed (4),0,38,20,32
1635,5/6/2021,Hist Prev (20),0,30,20,32
1636,5/6/2021,Hist Prev (4),0,38,20,32
1637,5/6/2021,Individual,0,0,0,183
1638,5/6/2021,PET (20),14,12,21,32
1639,5/6/2021,PET (4),14,26,18,32
1640,5/6/2021,tOPS,0,22,25,32
1641,5/7/2021,Fixed (20),0,4,20,27
1642,5/7/2021,Fixed (4),0,16,4,27
1643,5/7/2021,Hist Prev (20),0,12,4,27
1644,5/7/2021,Hist Prev (4),0,16,4,27
1645,5/7/2021,Individual,0,0,0,89
1646,5/7/2021,PET (20),6,2,20,28
1647,5/7/2021,PET (4),6,10,4,28
1648,5/7/2021,tOPS,0,8,6,27
1649,5/10/2021,Fixed (20),0,6,0,62
1650,5/10/2021,Fixed (4),0,25,0,63
1651,5/10/2021,Hist Prev (20),0,19,0,62
1652,5/10/2021,Hist Prev (4),0,25,0,63
1653,5/10/2021,Individual,0,0,0,163
1654,5/10/2021,PET (20),9,2,0,62
1655,5/10/2021,PET (4),9,18,0,62
1656,5/10/2021,tOPS,0,6,0,62
1657,5/11/2021,Fixed (20),0,4,20,70
1658,5/11/2021,Fixed (4),0,16,4,70
1659,5/11/2021,Hist Prev (20),0,8,8,70
1660,5/11/2021,Hist Prev (4),0,16,4,70
1661,5/11/2021,Individual,0,0,0,132
1662,5/11/2021,PET (20),6,2,20,70
1663,5/11/2021,PET (4),6,11,4,70
1664,5/11/2021,tOPS,0,7,9,70
1665,5/12/2021,Fixed (20),0,3,0,45
1666,5/12/2021,Fixed (4),0,15,0,45
1667,5/12/2021,Hist Prev (20),0,8,0,45
1668,5/12/2021,Hist Prev (4),0,15,0,45
1669,5/12/2021,Individual,0,0,0,103
1670,5/12/2021,PET (20),5,2,0,45
1671,5/12/2021,PET (4),5,10,0,45
1672,5/12/2021,tOPS,0,3,0,45
1673,5/13/2021,Fixed (20),0,3,0,56
1674,5/13/2021,Fixed (4),0,11,0,57
1675,5/13/2021,Hist Prev (20),0,6,0,56
1676,5/13/2021,Hist Prev (4),0,11,0,57
1677,5/13/2021,Individual,0,0,0,101
1678,5/13/2021,PET (20),4,1,0,56
1679,5/13/2021,PET (4),4,8,0,57
1680,5/13/2021,tOPS,0,3,0,56
1681,5/14/2021,Fixed (20),0,4,0,47
1682,5/14/2021,Fixed (4),0,17,0,47
1683,5/14/2021,Hist Prev (20),0,9,0,47
1684,5/14/2021,Hist Prev (4),0,17,0,47
1685,5/14/2021,Individual,0,0,0,114
1686,5/14/2021,PET (20),6,2,0,47
1687,5/14/2021,PET (4),6,12,0,48
1688,5/14/2021,tOPS,0,4,0,47
1689,5/17/2021,Fixed (20),0,0,0,35
1690,5/17/2021,Fixed (4),0,0,0,35
1691,5/17/2021,Hist Prev (20),0,0,0,35
1692,5/17/2021,Hist Prev (4),0,0,0,35
1693,5/17/2021,Individual,0,0,0,35
1694,5/17/2021,PET (20),0,0,0,35
1695,5/17/2021,PET (4),0,0,0,35
1696,5/17/2021,tOPS,0,0,0,35
1697,5/18/2021,Fixed (20),0,0,0,195
1698,5/18/2021,Fixed (4),0,0,0,195
1699,5/18/2021,Hist Prev (20),0,0,0,195
1700,5/18/2021,Hist Prev (4),0,0,0,195
1701,5/18/2021,Individual,0,0,0,195
1702,5/18/2021,PET (20),0,0,0,195
1703,5/18/2021,PET (4),0,0,0,195
1704,5/18/2021,tOPS,0,0,0,195
1705,5/19/2021,Fixed (20),0,0,0,30
1706,5/19/2021,Fixed (4),0,0,0,30
1707,5/19/2021,Hist Prev (20),0,0,0,30
1708,5/19/2021,Hist Prev (4),0,0,0,30
1709,5/19/2021,Individual,0,0,0,30
1710,5/19/2021,PET (20),0,0,0,30
1711,5/19/2021,PET (4),0,0,0,30
1712,5/19/2021,tOPS,0,0,0,30
1713,5/20/2021,Fixed (20),0,2,0,18
1714,5/20/2021,Fixed (4),0,10,0,18
1715,5/20/2021,Hist Prev (20),0,10,0,18
1716,5/20/2021,Hist Prev (4),0,10,0,18
1717,5/20/2021,Individual,0,0,0,58
1718,5/20/2021,PET (20),4,1,0,17
1719,5/20/2021,PET (4),4,7,0,18
1720,5/20/2021,tOPS,0,2,0,18
1721,5/21/2021,Fixed (20),0,0,0,61
1722,5/21/2021,Fixed (4),0,0,0,61
1723,5/21/2021,Hist Prev (20),0,0,0,61
1724,5/21/2021,Hist Prev (4),0,0,0,61
1725,5/21/2021,Individual,0,0,0,61
1726,5/21/2021,PET (20),0,0,0,61
1727,5/21/2021,PET (4),0,0,0,61
1728,5/21/2021,tOPS,0,0,0,61
1729,5/24/2021,Fixed (20),0,0,0,28
1730,5/24/2021,Fixed (4),0,0,0,28
1731,5/24/2021,Hist Prev (20),0,0,0,28
1732,5/24/2021,Hist Prev (4),0,0,0,28
1733,5/24/2021,Individual,0,0,0,28
1734,5/24/2021,PET (20),0,0,0,28
1735,5/24/2021,PET (4),0,0,0,28
1736,5/24/2021,tOPS,0,0,0,28
1737,5/25/2021,Fixed (20),0,5,20,34
1738,5/25/2021,Fixed (4),0,21,4,34
1739,5/25/2021,Hist Prev (20),0,16,4,34
1740,5/25/2021,Hist Prev (4),0,21,4,34
1741,5/25/2021,Individual,0,0,0,117
1742,5/25/2021,PET (20),8,2,20,34
1743,5/25/2021,PET (4),8,14,4,34
1744,5/25/2021,tOPS,0,9,7,34
1745,5/26/2021,Fixed (20),0,2,0,19
1746,5/26/2021,Fixed (4),0,9,0,19
1747,5/26/2021,Hist Prev (20),0,5,0,19
1748,5/26/2021,Hist Prev (4),0,9,0,19
1749,5/26/2021,Individual,0,0,0,55
1750,5/26/2021,PET (20),3,1,0,19
1751,5/26/2021,PET (4),3,6,0,19
1752,5/26/2021,tOPS,0,2,0,19
1753,5/27/2021,Fixed (20),0,2,0,16
1754,5/27/2021,Fixed (4),0,6,0,17
1755,5/27/2021,Hist Prev (20),0,3,0,17
